Serial Number,Zone_ID,ID_Campagne_Vaccination,Region,District,Aire_de_sante,Nom_du_site,ID_Site,date_debut_enregistrement,GPS_Lat,GPS_Long,Trajet_Km,Niveau_accessibilite,Moyen_transport,Immatriculation_vehicule,Carte_grise,Nom_chauffeur,Permis_conduire,Statut_site,ID_Superviseur,Nom_Superviseur,ID_Agent_Sante,Nom_Agent_Sante,Profession_Agent,Fonction_Agent,Experience_Vaccination,Annees_Experience,Formation_Specifique,Approbation_Formation_Superviseur,ID_Materiel,Nom_materiel,Type_materiel,Stock_Depart,Stock_transporte,Materiel_Fonctionnel,Nom_Demandeur,Temperature_Conservation,Date_Transport,Lieu_Depart,Lieu_Arrivee,Date_Arrivee,Nom_Receveur,Stock_Restant,Rupture_Stock,Date_fin_enregistrement
428,Zone 2,ROU-062025-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2025-06-11,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,601,Fotsing Claire,Aide-soignant,Enregistreur,Oui,5,Rougeole,Non,4,Carnets,Papeterie,63,20,Non,Tchinda Jules,N/A,2025-06-08,Depot Central Douala,CSI Loum 3,2025-06-09,Fotsing Claire,3,Non,2025-08-08
429,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-27,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,166,Nkeng Victor,Relais communautaire,Mobilisateur,Oui,5,Polio,Non,1,Glacière,Froid,190,164,Oui,Tchinda Jules,3.0,2024-03-25,Depot Central Douala,CSI Loum 3,2024-03-26,Nkeng Victor,84,Non,2024-05-27
430,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-27,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,166,Nkeng Victor,Relais communautaire,Mobilisateur,Oui,5,Polio,Non,2,Thermos,Froid,139,57,Oui,Tchinda Jules,5.6,2024-03-26,Depot Central Douala,CSI Loum 3,2024-03-28,Nkeng Victor,55,Non,2024-05-27
431,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-27,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,166,Nkeng Victor,Relais communautaire,Mobilisateur,Oui,5,Polio,Non,3,Kit seringues,Consumable,97,88,Non,Tchinda Jules,N/A,2024-03-26,Depot Central Douala,CSI Loum 3,2024-03-28,Nkeng Victor,53,Non,2024-05-27
432,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-27,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,166,Nkeng Victor,Relais communautaire,Mobilisateur,Oui,5,Polio,Non,4,Carnets,Papeterie,111,60,Non,Tchinda Jules,N/A,2024-03-25,Depot Central Douala,CSI Loum 3,2024-03-26,Nkeng Victor,46,Non,2024-05-27
433,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2025-06-16,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,985,Tchatchoua Alice,Médecin,Vaccinateur,Non,0,Rougeole,Non,1,Glacière,Froid,199,28,Oui,Tchinda Jules,4.2,2025-06-13,Depot Central Douala,CSI Ekité 2,2025-06-15,Tchatchoua Alice,10,Non,2025-08-20
434,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2025-06-16,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,985,Tchatchoua Alice,Médecin,Vaccinateur,Non,0,Rougeole,Non,2,Thermos,Froid,118,33,Non,Tchinda Jules,7.2,2025-06-13,Depot Central Douala,CSI Ekité 2,2025-06-14,Tchatchoua Alice,23,Non,2025-08-20
435,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2025-06-16,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,985,Tchatchoua Alice,Médecin,Vaccinateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,141,115,Oui,Tchinda Jules,N/A,2025-06-14,Depot Central Douala,CSI Ekité 2,2025-06-15,Tchatchoua Alice,88,Non,2025-08-20
436,Zone 3,ROU-062025-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2025-06-16,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,985,Tchatchoua Alice,Médecin,Vaccinateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,141,46,Oui,Tchinda Jules,N/A,2025-06-15,Depot Central Douala,CSI Ekité 2,2025-06-17,Tchatchoua Alice,43,Non,2025-08-20
437,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-14,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,456,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Polio,Non,1,Glacière,Froid,85,47,Oui,Tchinda Jules,4.0,2024-03-13,Depot Central Douala,CSI Ekité 2,2024-03-15,Tchatchoua Alice,12,Non,2024-05-11
438,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-14,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,456,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Polio,Non,2,Thermos,Froid,105,21,Non,Tchinda Jules,6.5,2024-03-13,Depot Central Douala,CSI Ekité 2,2024-03-15,Tchatchoua Alice,5,Non,2024-05-11
439,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-14,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,456,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Polio,Non,3,Kit seringues,Consumable,141,17,Oui,Tchinda Jules,N/A,2024-03-12,Depot Central Douala,CSI Ekité 2,2024-03-14,Tchatchoua Alice,12,Non,2024-05-11
440,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-14,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,456,Tchatchoua Alice,Aide-soignant,Enregistreur,Non,0,Polio,Non,4,Carnets,Papeterie,167,71,Oui,Tchinda Jules,N/A,2024-03-12,Depot Central Douala,CSI Ekité 2,2024-03-14,Tchatchoua Alice,11,Non,2024-05-11
441,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-26,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,374,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,1,Glacière,Froid,55,10,Oui,Tchinda Jules,3.5,2024-03-23,Depot Central Douala,CSI Ekité 2,2024-03-24,Nkongho Samuel,8,Non,2024-05-25
442,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-26,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,374,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,2,Thermos,Froid,120,115,Non,Tchinda Jules,4.8,2024-03-23,Depot Central Douala,CSI Ekité 2,2024-03-25,Nkongho Samuel,112,Non,2024-05-25
443,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-26,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,374,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,3,Kit seringues,Consumable,182,10,Non,Tchinda Jules,N/A,2024-03-25,Depot Central Douala,CSI Ekité 2,2024-03-27,Nkongho Samuel,8,Non,2024-05-25
444,Zone 3,POL-032024-LIT,Littoral,Edéa,Ekité,CSI Ekité 2,LIT-EKIT-02,2024-03-26,4.073189,9.702873,19,Moyen,Voiture,RQ 8937 KE,Non,Abanda Claire,Non,Temporaire,1,Tchinda Jules,374,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,4,Carnets,Papeterie,121,44,Non,Tchinda Jules,N/A,2024-03-25,Depot Central Douala,CSI Ekité 2,2024-03-26,Nkongho Samuel,11,Non,2024-05-25
445,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-03-03,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,674,Essama Claire,Médecin,Vaccinateur,Oui,5,Polio,Oui,1,Glacière,Froid,63,41,Non,Tchinda Jules,6.0,2024-03-01,Depot Central Douala,HD Nkongsamba Sud,2024-03-03,Essama Claire,23,Non,2024-04-28
446,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-03-03,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,674,Essama Claire,Médecin,Vaccinateur,Oui,5,Polio,Oui,2,Thermos,Froid,156,77,Non,Tchinda Jules,4.9,2024-03-01,Depot Central Douala,HD Nkongsamba Sud,2024-03-02,Essama Claire,61,Non,2024-04-28
447,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-03-03,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,674,Essama Claire,Médecin,Vaccinateur,Oui,5,Polio,Oui,3,Kit seringues,Consumable,78,55,Oui,Tchinda Jules,N/A,2024-03-02,Depot Central Douala,HD Nkongsamba Sud,2024-03-03,Essama Claire,10,Non,2024-04-28
448,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-03-03,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,674,Essama Claire,Médecin,Vaccinateur,Oui,5,Polio,Oui,4,Carnets,Papeterie,124,105,Non,Tchinda Jules,N/A,2024-03-02,Depot Central Douala,HD Nkongsamba Sud,2024-03-04,Essama Claire,45,Non,2024-04-28
449,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-12-15,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,473,Mendomo Serge,Aide-soignant,Enregistreur,Oui,8,Rubéole,Oui,1,Glacière,Froid,106,10,Oui,Tchinda Jules,3.3,2024-12-13,Depot Central Douala,HD Nkongsamba Sud,2024-12-14,Mendomo Serge,4,Non,2025-02-10
450,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-12-15,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,473,Mendomo Serge,Aide-soignant,Enregistreur,Oui,8,Rubéole,Oui,2,Thermos,Froid,75,71,Non,Tchinda Jules,4.7,2024-12-13,Depot Central Douala,HD Nkongsamba Sud,2024-12-15,Mendomo Serge,26,Non,2025-02-10
451,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-12-15,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,473,Mendomo Serge,Aide-soignant,Enregistreur,Oui,8,Rubéole,Oui,3,Kit seringues,Consumable,198,178,Non,Tchinda Jules,N/A,2024-12-12,Depot Central Douala,HD Nkongsamba Sud,2024-12-13,Mendomo Serge,120,Non,2025-02-10
452,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2024-12-15,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,473,Mendomo Serge,Aide-soignant,Enregistreur,Oui,8,Rubéole,Oui,4,Carnets,Papeterie,102,55,Oui,Tchinda Jules,N/A,2024-12-14,Depot Central Douala,HD Nkongsamba Sud,2024-12-15,Mendomo Serge,25,Non,2025-02-10
453,Zone 4,ROU-062025-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2025-06-23,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,888,Essama Victor,Relais communautaire,Mobilisateur,Oui,6,Rougeole,Non,1,Glacière,Froid,145,13,Oui,Tchinda Jules,2.7,2025-06-22,Depot Central Douala,HD Nkongsamba Sud,2025-06-24,Essama Victor,11,Non,2025-08-16
454,Zone 4,ROU-062025-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2025-06-23,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,888,Essama Victor,Relais communautaire,Mobilisateur,Oui,6,Rougeole,Non,2,Thermos,Froid,150,148,Oui,Tchinda Jules,6.5,2025-06-20,Depot Central Douala,HD Nkongsamba Sud,2025-06-21,Essama Victor,61,Non,2025-08-16
455,Zone 4,ROU-062025-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2025-06-23,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,888,Essama Victor,Relais communautaire,Mobilisateur,Oui,6,Rougeole,Non,3,Kit seringues,Consumable,160,120,Non,Tchinda Jules,N/A,2025-06-22,Depot Central Douala,HD Nkongsamba Sud,2025-06-24,Essama Victor,82,Non,2025-08-16
456,Zone 4,ROU-062025-LIT,Littoral,Nkongsamba,Nkongsamba Sud,HD Nkongsamba Sud,LIT-NKON-06,2025-06-23,4.085718,9.619085,8,Difficile,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,888,Essama Victor,Relais communautaire,Mobilisateur,Oui,6,Rougeole,Non,4,Carnets,Papeterie,153,139,Non,Tchinda Jules,N/A,2025-06-20,Depot Central Douala,HD Nkongsamba Sud,2025-06-21,Essama Victor,64,Non,2025-08-16
457,Zone 1,RUB-122024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-12-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,967,Mouafo Franck,Médecin,Vaccinateur,Non,0,Rubéole,Oui,1,Glacière,Froid,192,153,Non,Tchinda Jules,5.5,2024-12-23,Depot Central Douala,Marché Bonabéri 2,2024-12-24,Mouafo Franck,108,Non,2025-02-13
458,Zone 1,RUB-122024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-12-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,967,Mouafo Franck,Médecin,Vaccinateur,Non,0,Rubéole,Oui,2,Thermos,Froid,67,43,Oui,Tchinda Jules,6.2,2024-12-22,Depot Central Douala,Marché Bonabéri 2,2024-12-23,Mouafo Franck,25,Non,2025-02-13
459,Zone 1,RUB-122024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-12-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,967,Mouafo Franck,Médecin,Vaccinateur,Non,0,Rubéole,Oui,3,Kit seringues,Consumable,173,36,Oui,Tchinda Jules,N/A,2024-12-21,Depot Central Douala,Marché Bonabéri 2,2024-12-23,Mouafo Franck,10,Non,2025-02-13
460,Zone 1,RUB-122024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-12-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,967,Mouafo Franck,Médecin,Vaccinateur,Non,0,Rubéole,Oui,4,Carnets,Papeterie,196,76,Non,Tchinda Jules,N/A,2024-12-23,Depot Central Douala,Marché Bonabéri 2,2024-12-24,Mouafo Franck,18,Non,2025-02-13
461,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,202,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,6,Polio,Oui,1,Glacière,Froid,179,84,Non,Tchinda Jules,6.1,2024-03-21,Depot Central Douala,Marché Bonabéri 2,2024-03-22,Nguimdo Jean,33,Non,2024-05-16
462,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,202,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,6,Polio,Oui,2,Thermos,Froid,168,19,Non,Tchinda Jules,2.9,2024-03-22,Depot Central Douala,Marché Bonabéri 2,2024-03-24,Nguimdo Jean,0,Oui,2024-05-16
463,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,202,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,6,Polio,Oui,3,Kit seringues,Consumable,52,18,Oui,Tchinda Jules,N/A,2024-03-22,Depot Central Douala,Marché Bonabéri 2,2024-03-24,Nguimdo Jean,6,Non,2024-05-16
464,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-24,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,202,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,6,Polio,Oui,4,Carnets,Papeterie,131,98,Oui,Tchinda Jules,N/A,2024-03-21,Depot Central Douala,Marché Bonabéri 2,2024-03-22,Nguimdo Jean,56,Non,2024-05-16
465,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-04,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,900,Fonkoua Alice,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,1,Glacière,Froid,131,10,Non,Tchinda Jules,7.6,2024-03-02,Depot Central Douala,Marché Bonabéri 2,2024-03-03,Fonkoua Alice,8,Non,2024-05-08
466,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-04,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,900,Fonkoua Alice,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,2,Thermos,Froid,72,70,Non,Tchinda Jules,5.7,2024-03-03,Depot Central Douala,Marché Bonabéri 2,2024-03-05,Fonkoua Alice,6,Non,2024-05-08
467,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-04,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,900,Fonkoua Alice,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,3,Kit seringues,Consumable,125,120,Oui,Tchinda Jules,N/A,2024-03-01,Depot Central Douala,Marché Bonabéri 2,2024-03-03,Fonkoua Alice,51,Non,2024-05-08
468,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bonabéri,Marché Bonabéri 2,LIT-BONA-04,2024-03-04,4.096933,9.629801,10,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,900,Fonkoua Alice,Relais communautaire,Mobilisateur,Oui,4,Polio,Non,4,Carnets,Papeterie,138,125,Non,Tchinda Jules,N/A,2024-03-03,Depot Central Douala,Marché Bonabéri 2,2024-03-04,Fonkoua Alice,53,Non,2024-05-08
469,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-11,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,653,Nkongho Marie,Infirmier,Vaccinateur,Oui,4,Rubéole,Non,1,Glacière,Froid,159,142,Oui,Tchinda Jules,3.0,2024-12-10,Depot Central Douala,Centre de santé Deido 2,2024-12-11,Nkongho Marie,81,Non,2025-02-06
470,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-11,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,653,Nkongho Marie,Infirmier,Vaccinateur,Oui,4,Rubéole,Non,2,Thermos,Froid,171,105,Oui,Tchinda Jules,4.8,2024-12-09,Depot Central Douala,Centre de santé Deido 2,2024-12-11,Nkongho Marie,0,Oui,2025-02-06
471,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-11,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,653,Nkongho Marie,Infirmier,Vaccinateur,Oui,4,Rubéole,Non,3,Kit seringues,Consumable,123,13,Oui,Tchinda Jules,N/A,2024-12-10,Depot Central Douala,Centre de santé Deido 2,2024-12-12,Nkongho Marie,1,Non,2025-02-06
472,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-11,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,653,Nkongho Marie,Infirmier,Vaccinateur,Oui,4,Rubéole,Non,4,Carnets,Papeterie,67,45,Non,Tchinda Jules,N/A,2024-12-09,Depot Central Douala,Centre de santé Deido 2,2024-12-11,Nkongho Marie,11,Non,2025-02-06
473,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-26,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,912,Ngono Paul,Aide-soignant,Enregistreur,Oui,8,Rubéole,Non,1,Glacière,Froid,127,31,Oui,Tchinda Jules,7.3,2024-12-25,Depot Central Douala,Centre de santé Deido 2,2024-12-27,Ngono Paul,29,Non,2025-02-14
474,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-26,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,912,Ngono Paul,Aide-soignant,Enregistreur,Oui,8,Rubéole,Non,2,Thermos,Froid,93,30,Non,Tchinda Jules,6.9,2024-12-24,Depot Central Douala,Centre de santé Deido 2,2024-12-25,Ngono Paul,2,Non,2025-02-14
475,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-26,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,912,Ngono Paul,Aide-soignant,Enregistreur,Oui,8,Rubéole,Non,3,Kit seringues,Consumable,68,10,Oui,Tchinda Jules,N/A,2024-12-23,Depot Central Douala,Centre de santé Deido 2,2024-12-25,Ngono Paul,9,Non,2025-02-14
476,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2024-12-26,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,912,Ngono Paul,Aide-soignant,Enregistreur,Oui,8,Rubéole,Non,4,Carnets,Papeterie,78,12,Non,Tchinda Jules,N/A,2024-12-25,Depot Central Douala,Centre de santé Deido 2,2024-12-27,Ngono Paul,9,Non,2025-02-14
477,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2025-06-19,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,806,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Oui,1,Glacière,Froid,157,76,Oui,Tchinda Jules,6.1,2025-06-18,Depot Central Douala,Centre de santé Deido 2,2025-06-19,Nkongho Samuel,10,Non,2025-08-15
478,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2025-06-19,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,806,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Oui,2,Thermos,Froid,65,65,Non,Tchinda Jules,6.3,2025-06-18,Depot Central Douala,Centre de santé Deido 2,2025-06-20,Nkongho Samuel,30,Non,2025-08-15
479,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2025-06-19,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,806,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Oui,3,Kit seringues,Consumable,92,41,Oui,Tchinda Jules,N/A,2025-06-18,Depot Central Douala,Centre de santé Deido 2,2025-06-20,Nkongho Samuel,7,Non,2025-08-15
480,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Urbain,Centre de santé Deido 2,LIT-DES-03,2025-06-19,4.021095,9.735034,3,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,806,Nkongho Samuel,Relais communautaire,Mobilisateur,Oui,3,Rougeole,Oui,4,Carnets,Papeterie,158,151,Oui,Tchinda Jules,N/A,2025-06-18,Depot Central Douala,Centre de santé Deido 2,2025-06-19,Nkongho Samuel,101,Non,2025-08-15
481,Zone A,RUB-122024-CEN,Centre,Yaoundé I,Briqueterie,CSI Briqueterie,CEN-BRIQ-01,2024-12-27,3.769301,11.407704,20,Moyen,Moto,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,199,Mballa Joseph,Infirmier,Vaccinateur,Oui,7,Rubéole,Oui,1,Glacière,Froid,141,73,Oui,Mouafo Franck,5.9,2024-12-26,Depot Central Yaoundé 1,CSI Briqueterie,2024-12-27,Mballa Joseph,10,Non,2025-02-16
